gene,log2FC,t,pval,FDR,cohen_d
ASB9P1,0.01308868528838758,0.11824609795788478,0.9062502205877385,,0.022881165455667683
ZKSCAN8P2,0.0,,,,
TOB2P1,0.04734513274336283,1.058009920887226,0.2928175197674022,,0.169155475343179
ZSCAN9,0.23917266440035068,2.16153968039908,0.034999092757273316,,0.45546928448832036
CHASERR,-0.06058605777132131,-0.49953332595302996,0.6188217090163961,,-0.08636961481110707
KCNK7,-0.1616002271830148,-1.1272964862741002,0.2646433426958574,,-0.24342307701403335
MIR3175,-0.06706665534763001,-0.29167996096551896,0.7714583825931265,,-0.055217331003351244
RGMA,0.2963824116427656,1.0780423322651367,0.28595311968745507,,0.23686981636928087
SLC4A4,-0.2165847808130721,-0.734022926117947,0.46568865110033386,,-0.14271034249100553
RPS15AP10,0.10356668049278772,1.078988169661642,0.2838870634690259,,0.18497483970467943
RPL7AP16,0.17153666970610382,2.495110080470162,0.014361270527477318,,0.39787677667697247
