gene,log2FC,t,pval,FDR,cohen_d
ZNF85,-0.11060123060232563,-0.5763152675519858,0.5703170029954818,,-0.15631167098088647
KRTAP9-9,0.0,,,,
KRTAP9-2,0.05555555555555555,0.9999999999999999,0.331332762038679,,0.6492831643058214
KRTAP9-4,-0.008849557522123894,-1.0,0.31946613116109157,,-0.10095936772648675
KRTAP9-3,-0.008849557522123894,-1.0,0.31946613116109157,,-0.10095936772648675
KRTAP9-10P,0.0,,,,
KRTAP29-1,-0.030614439102984933,-0.9999999999999998,0.31946613116109146,,-0.10095936772648659
BNIP3P24,0.0,,,,
ZNF66,-0.3860533958371093,-2.3458933998451523,0.027480146308833647,,-0.5498358716632689
ARHGEF26-AS1,0.02900688298918387,0.49205245425070965,0.6276687403643038,,0.136040861405895
TPO,-0.08193049413220455,-0.6525428134314785,0.5201112204954317,,-0.15080792379956318
PRODH,0.21027516578228722,0.49028860308803335,0.6285323888826981,,0.12122388698566443
FAM157A,0.2596470319519746,1.0923230957540964,0.2847297840401995,,0.23861573547538215
RNU6-821P,-0.05594626632643683,-2.093588377345918,0.038553593726674454,,-0.21136735885636518
ANKRD18DP,-0.008849557522123894,-1.0,0.31946613116109157,,-0.10095936772648675
DNAH10,0.10169015262014014,0.4336295115196444,0.6688674161295007,,0.11943483488894698
SUDS3P1,-0.08754112587313748,-1.3070522989810143,0.19976035074788345,,-0.23020341026935437
PROP1,0.011307767944936084,0.1921265673329875,0.8494574235295052,,0.05368489057814469
KRTAP9-6,-0.008849557522123894,-1.0,0.31946613116109157,,-0.1009593677264867
KRTAP9-7,0.0,,,,
KRTAP9-12P,0.0,,,,
ERICH1,-0.23447529908105524,-0.6212253904511126,0.5403811995735427,,-0.14965541129429738
KRTAP9-11P,0.0,,,,
RPS17,0.04139385726084788,0.2653388064727233,0.792881161678976,,0.058945618412387504
CTDP1-DT,-0.04178957718780728,-0.671673725208092,0.5076091944371499,,-0.14393791173147186
FTCD,0.07669930840987838,0.23369829346188012,0.8172816613084075,,0.05828411578839312
CTDP1,-0.25464779232741286,-2.3810901041735604,0.025686196970323972,,-0.5760297699017878
DLG5-AS1,0.0,,,,
CCDC92,-0.0006930399280955513,-0.006065488946049874,0.9952062315457497,,-0.0013077639922200975
RN7SL284P,-0.035398230088495575,-2.02733611991679,0.04500245690831067,,-0.20467857283586807
RNU6-1266P,-0.015240904621435597,-0.251451474318806,0.8036097079401674,,-0.05980445492707968
DNM1P38,-0.017699115044247787,-1.4205696104091547,0.1582198899558699,,-0.14341980967837023
CRIM1,-0.0053884052153794215,-0.022455595077318015,0.9821908379548232,,-0.0036004469861387087
RPL21P36,0.0,,,,
CRIM1-DT,0.0,,,,
CPEB1,-0.19124661615969551,-0.5621541929016163,0.5799169543764662,,-0.159684571286876
RNU6-222P,0.0,,,,
FTCD-AS1,0.06932153392330383,0.7325680668122222,0.4721585877958637,,0.223327070551425
LSS,-0.14560113843299938,-0.4331744515937898,0.6699688212984489,,-0.18179437217806363
GARRE1,-0.21907875193857151,-0.6660582479807093,0.5131665662946718,,-0.22432940497739282
PRB1,-0.009370034427709756,-0.08588612916587098,0.9322939819256345,,-0.021252953045465112
SKA1,-0.7409031673837545,-3.2775072470004147,0.0029678835268362887,,-0.7137201757570273
DSEL-AS1,0.0,,,,
DSEL,-0.008849557522123894,-1.0,0.31946613116109157,,-0.1009593677264868
LSM14A,-0.14571046158718737,-1.1535464923460526,0.25951657896069963,,-0.2596065645008433
GOLGA8DP,0.0,,,,
CYFIP1,0.31916317293483143,1.2990697215949796,0.20724718025955732,,0.3414359466428493
SEPTIN9-DT,0.0,,,,
SEPTIN9,-0.11760016221728761,-0.6790908587411869,0.5025835833559709,,-0.1371939516069184
ABCB10P1,0.05555555555555555,0.9999999999999999,0.331332762038679,,0.6492831643058214
TUBGCP5,-0.11287708917017891,-0.3106751001066758,0.759064785049626,,-0.0871369019506381
MAPK4,-0.3544135828501016,-2.201373059806999,0.03523927567285235,,-0.4151102449588995
ZNF965P,0.0,,,,
RNA5SP458,-0.008849557522123894,-1.0,0.31946613116109157,,-0.10095936772648678
GXYLT1P1,0.0,,,,
CYP4F34P,0.0,,,,
CNN2P12,0.0,,,,
SNX18P26,-0.008849557522123894,-1.0,0.31946613116109157,,-0.10095936772648677
LINC00328-2P,-0.06466535153047238,-1.0094068228184263,0.3209684858466069,,-0.19754215266244163
ANKRD20A9P,0.0,,,,
RNU6-55P,0.05555555555555555,0.9999999999999999,0.331332762038679,,0.6492831643058213
SPATC1L,-0.07788432585069716,-0.3969735694025715,0.6945467271470609,,-0.08453960392529217
GOLGA6L1,0.0,,,,
APOBEC3B-AS1,0.0,,,,
MPHOSPH10P5,0.0,,,,
APOBEC3A,0.1058886497754129,0.45492023510136903,0.6541986331386841,,0.15438950003241445
CNTNAP2,-0.7599344123378939,-3.237126282194808,0.002882109604247504,,-0.6144985822051906
SLC45A2,0.03250421304090512,0.2103711769102111,0.8352367270414653,,0.052874715641541774
SMN2,-0.4291547694039748,-1.1801843062119068,0.25036613459910045,,-0.30837058059711553
RXFP3,-0.006391347099311703,-0.10644479847565853,0.9161485981714317,,-0.026487666144503205
ADAMTS12,0.14700182069907763,0.6357205872026042,0.5314447265564475,,0.16664857485855453
DLGAP2-AS1,0.05555555555555555,1.0,0.331332762038679,,0.6492831643058214
DLGAP2,-0.12512282772158917,-0.6430953360422114,0.5257401447820214,,-0.1389303729734996
ELMO2P1,0.0,,,,
LINC02549,0.022615535889872168,0.2798672431472436,0.782263436141526,,0.07782722298174963
AP2A2,-0.6300958187381376,-2.343564400736228,0.02843506814485548,,-0.6144690924196407
ABCB11,-0.006391347099311703,-0.1041859144792932,0.9178501654203162,,-0.023538477362482605
G6PC2,0.6939523785610511,3.1115763130229035,0.0050760684828739374,,0.8264268632329971
AADACL2,-0.05731955508305921,-0.8844338356506706,0.38329823125258033,,-0.16786437506175728
SPC25,-0.62132218698589,-1.9583926451994091,0.06249428110208853,,-0.49395605320934566
METRNL,-1.1240083268750989,-2.5991222971348464,0.015628855543691225,,-0.6060026153357673
LINC02066,0.0,,,,
AADACL2-AS1,-0.0228757743426651,-1.384928774835654,0.1688267627104413,,-0.13982153345362539
GOLGA6L9,0.005588245531132685,0.02697317226997587,0.9786737234896237,,0.005537305777130157
GART,-0.08369932350987752,-0.5519433175210134,0.5860358222066149,,-0.1293453336185803
DECR2,-0.4378419143397405,-2.0294567190086417,0.05555856851061473,,-0.6088481255608466
TBCD,-0.1514586368528983,-0.7691134437530127,0.45128026663865417,,-0.2793399286906843
NOSTRIN,0.34060040735323005,1.1441554488507741,0.2643186381407197,,0.2859995335038837
CDH12P2,-0.27257801707557316,-0.7207437157823722,0.47905415255205963,,-0.2095271853993363
RNU6-1025P,-0.015240904621435597,-0.251451474318806,0.8036097079401674,,-0.05980445492707969
MUC6,-0.4657831121959841,-1.640525944449578,0.11529615779348998,,-0.44597432792677855
GTF2H2,-0.2758849035087607,-1.0505372128426824,0.3049134552683428,,-0.2814995005362813
UBE2Q2P6,0.1333169941850481,0.5090708980838682,0.6160968201191761,,0.1512162442989509
FRG1-DT,0.0,,,,
RPS5P3,-0.008849557522123894,-0.9999999999999998,0.3194661311610916,,-0.10095936772648667
DNAJC28,-0.018692476974371708,-0.1349065481074383,0.8938023180522235,,-0.03173243179766167
GOLGA6L10,0.5903244503305789,2.1864240002850654,0.04058583475020756,,0.6648676009816761
LINC01596,0.0,,,,
RNU1-51P,0.0,,,,
IFNGR2,-0.2523698535523575,-1.8395879382332085,0.07851961662035409,,-0.4488027091680943
GNG5P1,0.0,,,,
LRRC56,-0.06478713412884574,-0.33765557864189694,0.7385941687344699,,-0.08130345707991811
CSPG4P10,0.3132413292066508,1.596311904611693,0.12617691553374058,,0.5133148710393428
GOLGA6L17P,0.02507374631268436,0.26063182512435956,0.7968272804179173,,0.07067965913138229
SLC25A51P1,0.05555555555555555,0.9999999999999999,0.331332762038679,,0.6492831643058214
ADH5P4,0.05555555555555555,0.9999999999999999,0.331332762038679,,0.6492831643058214
GOLGA2P10,0.10789105545224387,0.6454343573578908,0.5252116350202642,,0.16783817964444822
KRT20,0.034565416358661824,0.32187226899663385,0.7506710077876594,,0.08962206563996221
PHRF1,-0.18485841225437394,-0.9125978089840884,0.36970957009370076,,-0.19604313771771434
GOLGA6L22,-0.17999867259189933,-4.279735058170224,3.962207703453267e-05,,-0.4320793455097452
RAB11FIP3,-0.16356093883821998,-0.7025164460409877,0.48954689129053064,,-0.18061167326480965
KRTAP3-1,0.04152933873501435,0.7247852642012486,0.47731344225674077,,0.2545244574382856
KRTAP5-6,-0.03946399662510883,-1.2413250025587614,0.21707924394087605,,-0.1253233874014124
HERC2P7,0.08702064896755161,0.9263587231568923,0.36540655745509665,,0.3009841513233493
KRTAP3-2,0.008458846751242616,0.13850874587118264,0.8909631640988172,,0.03187425036189856
KRTAP5-1,-0.1926317673699086,-0.7807545260983536,0.442839530845776,,-0.1931133583104525
SPATA31E3P,0.0,,,,
KRTAP5-4,0.05555555555555555,0.9999999999999999,0.331332762038679,,0.6492831643058214
MPHOSPH10P9,0.0,,,,
ADAMTS7P1,-0.08999933629594967,-3.0377463495578003,0.0029661345017240647,,-0.30668895076479896
KRTAP4-9,0.0,,,,
TMEM50B,0.1563310644452205,0.8916866115563359,0.3825800596402318,,0.2529655511729287
GOLGA8EP,-0.03172533186478899,-1.701799641198091,0.09156728798192819,,-0.17181261577252124
KRTAP2-4,-0.03172533186478899,-1.701799641198091,0.09156728798192819,,-0.17181261577252124
B3GNTL1,-0.13543371758111533,-0.6302327347760237,0.5345556410830721,,-0.1513053419790031
KRTAP5-5,0.05555555555555555,0.9999999999999999,0.331332762038679,,0.6492831643058214
KRT23,0.2933732181506653,0.8341538196640074,0.41558646987164594,,0.4727992066807929
FAM99A,0.0,,,,
LINC02708,0.0,,,,
KRTAP5-AS1,-0.009500506745798082,-0.09606011144580316,0.9242630816570343,,-0.022550539066187484
HERC2P2,0.5163605742890968,1.5304319091532246,0.1397829272325362,,0.3919866363574122
DUSP8,0.002145026130566219,0.007034759360237093,0.9944324739184074,,0.0013370734874439724
KIF26B,-0.3574350942270499,-1.134067219872714,0.27085036889355607,,-0.4100897609787483
UBE2Q2P2,0.10821079772934644,1.0525670575827066,0.3064480186207813,,0.4645564378385165
FAM99B,0.0,,,,
IFITM10,0.7921528437224259,2.3780940520606673,0.025772784578091155,,0.568981361571146
KRTAP5-3,0.08805347226228645,1.0,0.331332762038679,,0.6492831643058213
KRTAP5-2,-0.20896300009283267,-2.5973998755864613,0.011671381916801813,,-0.35862779993301536
GOLGA8IP,-0.09367223451965624,-3.2489205060176385,0.0015295407069320917,,-0.32800896008115826
SDHAP2,0.0007985634557270416,0.0013931964243383834,0.9989012995724682,,0.0003883932212538991
MUC20-OT1,-0.09463360344998595,-0.35886071921641904,0.7228283882453169,,-0.08488364390439983
LINC00235,0.0,,,,
CAPN15,0.0,,,,
KRT40,0.0261579617954904,0.4369558209511017,0.666248643376215,,0.11042955749984612
PAXBP1,-0.07720693026069725,-0.23629743417304236,0.8154373439517515,,-0.06527739963471253
KRTAP1-1,0.0,,,,
C21orf62,-0.5370007353067887,-1.7485719793845074,0.09324637202773213,,-0.41878604807502046
KRTAP4-11,0.0,,,,
KRTAP2-5P,0.0,,,,
KRTAP1-3,-0.017699115044247787,-1.420569610409155,0.15821988995586989,,-0.1434198096783701
KRTAP4-16,-0.008849557522123894,-1.0,0.31946613116109157,,-0.10095936772648678
KRT12,0.037856440511307765,0.6649005225839721,0.514211581287136,,0.2520921495215601
C21orf62-AS1,0.2755603626852279,1.6462927225047403,0.113066480725182,,0.4027317999732947
KCNIP4,0.23262974677918846,0.6723366737213626,0.5078927750034885,,0.16260244851215888
KRTAP1-5,0.05555555555555555,0.9999999999999999,0.331332762038679,,0.6492831643058214
KRT39,0.09418458090880524,0.9080987313555479,0.37540242209034336,,0.34933633338755876
KRTAP3-4P,0.0,,,,
KRTAP2-1,0.14360902781784202,1.4174789978324556,0.17441105765976955,,0.9203452490497014
MEGF11,1.5590417664232055,3.587484787523176,0.0019018809270193848,,1.2147418242184957
RPL4P5,0.08456243854473942,1.0880322727448462,0.2906483016639704,,0.4431081696180753
KRTAP3-3,-0.017699115044247787,-1.420569610409155,0.15821988995586989,,-0.14341980967837
KRTAP2-3,-0.008849557522123894,-1.0,0.31946613116109157,,-0.10095936772648675
KRTAP4-12,-0.017699115044247787,-1.4205696104091547,0.1582198899558699,,-0.14341980967836998
KRTAP1-4,-0.03172533186478899,-1.701799641198091,0.09156728798192819,,-0.17181261577252113
KRTAP4-8,0.05555555555555555,0.9999999999999999,0.331332762038679,,0.6492831643058214
RPS6P22,0.0,,,,
LRIG3-DT,0.0,,,,
ABR,0.33454190494409897,1.9600890346592639,0.06275908432501981,,0.5216427294109339
SERF1B,-0.005096987411913112,-0.0129099325209533,0.9898125729959181,,-0.003293354017633355
DIS3L-AS1,0.0,,,,
LMNTD2,-0.1681484843180634,-1.0704328743815386,0.2930964624623895,,-0.2097026019388426
GOLGA8F,0.1497401364643608,1.3181403185021299,0.20365580419685608,,0.536898405419525
CYP2D8P,0.06247059561761015,0.37155812812857086,0.713543910023128,,0.09020241677155216
NAIP,-0.2370129213251566,-0.9143985661392972,0.36994078516835915,,-0.22707889228480177
NDUFA6-DT,-0.04424778761061947,-2.277100170213244,0.024679351713956195,,-0.22989459343460453
OLA1P1,0.21422863637482803,1.0713778022759388,0.2956457616824545,,0.28683553571690723
NDUFA6,0.7459049392207127,1.2356603648638211,0.22890716863996166,,0.30429253971440307
MIR210HG,-0.12022090708602794,-3.7686749929206576,0.00026357906071541144,,-0.38048304445189135
TNFRSF14,-0.8602528924723067,-3.0423426826196796,0.0061455969241973555,,-0.861213223646532
HERC2P11,0.04670599803343166,0.8302407035036404,0.41735589701988285,,0.38129426991388865
MUC20,-0.10725761683064738,-0.3266643889205661,0.7467630412483299,,-0.07782824107755355
SMDT1,-0.11234665652386022,-0.24837396978568801,0.8063084298412013,,-0.07444027759829179
RNH1,-0.2535114908298688,-0.7699889233701962,0.45040308517112604,,-0.2510447225601742
GOLGA8G,-0.017699115044247787,-1.420569610409155,0.15821988995586989,,-0.14341980967837004
CYP2D6,0.2833283898514365,0.6474790054008269,0.5242916162359592,,0.1842766235980963
LINC00824,0.05555555555555555,0.9999999999999999,0.331332762038679,,0.6492831643058214
MUC4,0.04685089720213101,0.3973908620717116,0.694670181943372,,0.09687818473312775
MREGP1,-0.03887006568830761,-1.3676735213984224,0.17415242038380402,,-0.13807945397664254
MCCC2,-1.0179612734026797,-2.0303651709428756,0.05552602350961841,,-0.6153123153902519
TCF20,0.4787696744046115,2.7320620693852185,0.010272719552159852,,0.5152266249615773
SINHCAF,0.3018028816654672,1.1020536485513623,0.2808698033047879,,0.24828381525059662
ABCB10P4,0.0,,,,
KCNQ2-AS1,-0.008849557522123894,-1.0,0.31946613116109157,,-0.10095936772648671
GOLGA6L25,-0.09908993415313151,-0.9699011908338738,0.33978536485319877,,-0.1866827304033366
KCNQ2,0.010918021211790752,0.02492604422571369,0.9803236211661355,,0.0060390205822184895
HERC2,0.10077215089382907,0.2692148437408898,0.7902333826232066,,0.07006201914826889
BDP1,0.17215957073289445,0.6684350701556464,0.5105708410868155,,0.16935517597042626
CYP2D7,-0.15878970426235817,-0.7686194033321737,0.4487807754409032,,-0.16164683287528944
TTC34,-0.09413851409480678,-0.5039410837753099,0.6193976847663005,,-0.13798390192550897
MMEL1,-0.23188407324710214,-0.8286595172721739,0.41687366548151716,,-0.2516898303247115
ICE2P1,0.0,,,,
DRD4,0.10909167629040972,0.5053326113539963,0.6182507141657942,,0.13072975009191795
LINC01060,-0.014026216820541204,-1.0000000000000002,0.31946613116109135,,-0.10095936772648684
IFITM4P,-0.02654867256637168,-1.7477257950106058,0.08325211488304089,,-0.17644929122354233
ZNF90P2,0.0,,,,
OR11A1,0.0,,,,
DEAF1,-0.11769211344180386,-0.5500980210070208,0.5877201208200367,,-0.1436804585353818
OR2B3,0.05555555555555555,0.9999999999999999,0.331332762038679,,0.6492831643058214
HLA-G,0.0,,,,
RPL7AP27,0.0,,,,
TIMM22,0.04233251224476542,0.16781483682660675,0.8682350802891756,,0.04356008303068656
NXN,0.01504213224986728,0.04391947799711236,0.9653773844802384,,0.01231893785658597
IRF7,-0.3315076423287717,-1.7935669854201002,0.08641813984254083,,-0.4665983042906194
OR2AS2P,0.0,,,,
OR2T6,0.0,,,,
OR2T2,-0.02559422321827022,-0.4099044920672811,0.6851290103847179,,-0.08676667050745053
OR2J3,-0.008849557522123894,-1.0,0.31946613116109157,,-0.10095936772648677
OR2T4,-0.008849557522123894,-1.0,0.31946613116109157,,-0.10095936772648677
RPS17P1,0.0,,,,
OR5V1,0.03267978121289045,0.5638424977574352,0.5790942425511734,,0.1770007646726019
OR2T7,0.02900688298918387,0.5036366284191235,0.6201246288714237,,0.1675839776728664
OR2T1,0.037856440511307765,0.6649005225839721,0.514211581287136,,0.25209214952155995
OR2T3,-0.06712356195328456,-2.387583697814909,0.01863379148242317,,-0.24104894052546028
MICD,0.020157325467059978,0.34613905139857815,0.7327665160577741,,0.10446677379548577
OR2G1P,0.0,,,,
LILRA4,-0.10488143399488514,-0.6765383051733401,0.5055376263012158,,-0.17241350981831546
OR14J1,-0.02654867256637168,-1.3464581836387532,0.18087342026465658,,-0.1359375668903225
WASF5P,0.0,,,,
OR2T5,-0.05139252143413808,-1.7772483931107312,0.07824180807476987,,-0.17942987406137367
SMN1,-0.21885119940696995,-1.1327068068099757,0.2679567106737169,,-0.25368083032650895
PTMAP1,-0.061946902654867256,-2.1439017952958332,0.03420338188983973,,-0.21644696972074712
LINC03003,0.0,,,,
LY6G6F,0.0,,,,
NOP56P1,0.0,,,,
LINC02569,0.0,,,,
TMEM183AP1,0.0,,,,
LAIR1,-0.6527667864171778,-1.6776005198546937,0.10716575349762937,,-0.4282830558878796
PSORS1C1,-0.6739429496893342,-4.677548970296374,1.695452923205341e-05,,-0.6564579346648437
OR2J4P,-0.008849557522123894,-0.9999999999999998,0.3194661311610916,,-0.10095936772648666
HCG18,0.0,,,,
OR8U9,-0.008849557522123894,-0.9999999999999998,0.3194661311610916,,-0.10095936772648667
OR8J2,0.0,,,,
FAM8A2P,0.0,,,,
NAA50P1,0.0,,,,
OR8U8,0.0,,,,
OR8L1P,0.0,,,,
HLA-T,0.04670599803343166,0.8302407035036404,0.41735589701988285,,0.3812942699138886
OR5T3,0.0,,,,
OR2W1,0.0,,,,
CLK2,-0.23871230320632186,-0.7600330144830159,0.45616433045585747,,-0.2456507657581616
OR5T2,0.07920391474016256,0.8949892765940699,0.38304499756580745,,0.49049342512404576
PPP1R11,0.07890839460004795,0.24466189292674753,0.8089288287355622,,0.06281317728441455
LINC02197,0.0,,,,
OR8K2P,0.0,,,,
OR8I1P,0.0,,,,
OR8K3,-0.008849557522123894,-1.0,0.31946613116109157,,-0.10095936772648673
OR8H1,0.02383022369076656,0.40665956285887384,0.6883720905727755,,0.11709486413590484
SERF1A,0.038511861034538075,0.1741485488371351,0.8630972956675284,,0.03795944930324998
HCG14,0.0,,,,
MAS1LP1,0.0,,,,
HCG4,-0.06466535153047238,-0.9905167782329027,0.32941802252848107,,-0.18463635802114314
SUMO2P1,0.12369843710292372,0.16614187215632947,0.8695109283687883,,0.04210555561855536
OR5T1,0.0,,,,
MDC1-AS1,-0.017699115044247787,-1.420569610409155,0.15821988995586989,,-0.14341980967837
MMEL1-AS1,0.0,,,,
POLR1HASP,0.05801376597836774,0.7333157247469868,0.47199831159863215,,0.24125702667766877
RPL5P29,0.0,,,,
PANK4,-0.22475440057031015,-0.8698917434451188,0.3937734949113576,,-0.23269016445708066
OR8K1,0.0,,,,
OR8J1,0.0,,,,
DDR1-DT,-0.008849557522123894,-1.0,0.31946613116109157,,-0.10095936772648678
LINC01623,0.0,,,,
NEU1,0.47463938190713884,0.9852617659230591,0.3347896967629258,,0.24790166075426182
HRAS,-0.32021437377546924,-2.0183017810115866,0.05568535473595128,,-0.5234329928345224
